id,key,name,group,blockKind,summary,tags,promptTypes,blueprints,phases,stackTags,toolboxEligible,recommended,templateTokens,templatePart
4b6ab7f1-c2ee-587e-8a8a-f3fa4deceb19,stack-canvas-html-js,Stack: Canvas in HTML/JS,stack-profiles,Instruction,"Applies canvas-specific guidance for rendering, hit testing, DOM boundaries, and performance.","canvas, html5, javascript, rendering","architecture, implementation, bugfix, ui, performance, validation","architecture-spec, feature-implementation, bugfix-with-regression-lock, ui-ux-delivery, performance-hardening, validation-audit","architecture, planning, implementation, verification","canvas, html, javascript",no,yes,,"## Canvas Guidance
For HTML5 canvas work:
- keep the actual interactive surface canvas-first if that is the product intent,
- use DOM only where it is clearly the correct tool,
- make hit testing, coordinate transforms, resize behavior, and redraw costs explicit,
- reuse existing canvas primitives before inventing a parallel rendering stack."
c89c6ab9-0634-5bb1-bf45-73e87ec7c0f0,stack-efcore,Stack: EF Core,stack-profiles,Instruction,"Applies EF Core guidance for DbContext usage, migrations, query shape, and testability.","database, efcore, orm","architecture, plan, implementation, refactor, migration, performance, validation","architecture-spec, implementation-plan, feature-implementation, safe-refactor, performance-hardening, validation-audit","architecture, planning, implementation, verification","efcore, .net, database",no,yes,,"## EF Core Guidance
For EF Core work:
- keep `DbContext` lifetime and ownership clear,
- shape entities and configurations explicitly,
- watch for N+1 patterns, tracking mistakes, and provider-specific drift,
- pair model changes with migrations, tests, and rollback notes."
b110a4ce-6a21-5f03-a73c-01a57bb28f63,stack-html-js-css,Stack: HTML/JS/CSS,stack-profiles,Instruction,"Applies browser-first frontend guidance when working directly with HTML, JavaScript, and CSS.","css, frontend, html, javascript","architecture, implementation, bugfix, ui, testing, validation","feature-implementation, bugfix-with-regression-lock, ui-ux-delivery, validation-audit","planning, implementation, verification","html, javascript, css",no,yes,,"## HTML, JavaScript, and CSS Guidance
For direct frontend work:
- respect the existing asset pipeline and project structure,
- keep behavior, layout, and styling responsibilities clear,
- test edge states such as small screens, long content, and async failures,
- avoid adding heavy dependencies unless the prompt explicitly allows them."
9b38e985-cc1d-538a-b810-6411c7a981bf,stack-m5stack,Stack: M5Stack,stack-profiles,Instruction,"Applies M5Stack-specific guidance for pins, PMU, display, sensors, and board-level constraints.","embedded, hardware, m5stack","embedded, implementation, bugfix, review, validation","embedded-firmware-iteration, validation-audit, feature-implementation","discovery, planning, implementation, verification","m5stack, embedded",no,no,,"## M5Stack Guidance
For M5Stack or M5Stick-class work:
- verify the exact board model and pin assignments,
- be deliberate about PMU, battery telemetry, and peripheral initialization,
- do not repurpose reserved pins without proving the impact,
- connect firmware behavior to any host-side telemetry or UI surfaces that depend on it."
25d66d79-46d5-5dae-b03f-f4d37880506e,stack-midi-audio,Stack: MIDI and Audio,stack-profiles,Instruction,"Applies timing and signal-path guidance for MIDI, quantization, and audio scheduling work.","audio, midi, realtime, timing","embedded, implementation, bugfix, performance, validation, ui","embedded-firmware-iteration, feature-implementation, bugfix-with-regression-lock, validation-audit, performance-hardening","architecture, planning, implementation, verification","midi, audio",no,yes,,"## MIDI and Audio Guidance
For MIDI or audio work:
- make time bases explicit,
- protect event ordering and timing accuracy,
- use fixtures or captured traces when live hardware input is unavailable,
- avoid hand-wavy assumptions around quantization, buffering, or scheduling."
73de5d03-d635-5bee-a7cc-b1b99711fe12,stack-offline-first-sync,Stack: Offline-First Sync,stack-profiles,Instruction,"Applies offline-first guidance for local state, outbox sync, conflicts, and low-connectivity behavior.","local-state, offline-first, sync","architecture, plan, implementation, migration, validation, ui","architecture-spec, implementation-plan, feature-implementation, validation-audit, ui-ux-delivery","architecture, planning, implementation, verification","offline-first, sync",no,yes,,"## Offline-First Guidance
For offline-first or sync-heavy work:
- keep local state ownership explicit,
- model outbox, retries, idempotency, and conflict handling deliberately,
- make online and offline states visible in the UX,
- prove behavior across reconnect and partial failure paths."
150cb427-a26c-56b9-bf96-8e7e5ff964c8,stack-php-webapp,Stack: PHP Web App,stack-profiles,Instruction,"Applies PHP web app guidance for legacy code, mixed rendering, and safer incremental change.","legacy-modernization, php, webapp","architecture, implementation, refactor, bugfix, migration, ui","architecture-spec, feature-implementation, safe-refactor, bugfix-with-regression-lock, ui-ux-delivery","discovery, planning, implementation, verification",php,no,yes,,"## PHP Web App Guidance
For PHP-based web apps:
- inspect the real runtime structure before assuming framework boundaries,
- preserve working server-side rendering, routing, and data flow unless the prompt calls for migration,
- keep new JavaScript and CSS changes compatible with the existing PHP entry points,
- prefer incremental modernization over hidden framework rewrites."
085189e5-ae6e-5482-acd7-f443ac8e0751,stack-playwright-mcp,Stack: Playwright MCP,stack-profiles,Testing,"Applies Playwright MCP guidance for real-browser automation, evidence capture, and UI debugging.","browser-automation, mcp, playwright, testing","testing, validation, ui, implementation, bugfix","test-strategy-and-automation, validation-audit, ui-ux-delivery, feature-implementation, bugfix-with-regression-lock","implementation, verification, delivery","playwright, mcp",no,no,,"## Playwright MCP Guidance
When browser automation is useful:
- use Playwright MCP or the closest real-browser path instead of shallow DOM reasoning,
- capture screenshots, traces, or recordings when they materially improve proof,
- validate key flows end to end instead of only checking that elements render."
9f46896c-6c66-5b1f-bb2c-43a853ed2f2e,stack-postgresql,Stack: PostgreSQL,stack-profiles,Instruction,"Applies PostgreSQL-specific guidance for schema, queries, indexes, and migrations.","database, postgresql, schema","architecture, plan, implementation, migration, performance, validation","architecture-spec, implementation-plan, feature-implementation, performance-hardening, validation-audit","architecture, planning, implementation, verification","postgresql, database",no,no,,"## PostgreSQL Guidance
For PostgreSQL-backed work:
- design schemas and indexes around actual query paths,
- respect transaction and migration safety,
- be explicit about JSON, array, text search, or extension usage,
- confirm cross-environment behavior if the app also supports SQLite or in-memory testing."
5a1a2019-fd4d-5853-bda5-80c66134331f,stack-sqlite,Stack: SQLite,stack-profiles,Instruction,"Applies SQLite-specific guidance for local, test, or offline data scenarios.","database, offline, sqlite","architecture, plan, implementation, migration, testing, validation","architecture-spec, implementation-plan, feature-implementation, validation-audit, test-strategy-and-automation","architecture, planning, implementation, verification","sqlite, database",no,no,,"## SQLite Guidance
For SQLite-backed work:
- remember the differences from PostgreSQL in typing, concurrency, and feature support,
- keep schema and query choices compatible with the intended runtime role,
- use it deliberately for local, test, or offline scenarios rather than as a silent stand-in."
e6321bf3-faa4-5d43-9dd1-dfd1f3dc8948,stack-tailwind-css,Stack: Tailwind CSS,stack-profiles,Instruction,"Applies Tailwind-specific guidance for utility usage, design consistency, and component reuse.","css, design-system, tailwind","implementation, ui, review, validation","ui-ux-delivery, feature-implementation, validation-audit","planning, implementation, verification","tailwind, css",no,no,,"## Tailwind Guidance
When the repo uses Tailwind:
- preserve the existing design tokens and utility conventions,
- extract reusable patterns when class lists become structural rather than incidental,
- avoid style drift by matching spacing, typography, and interaction patterns already in use,
- keep accessibility and responsive behavior visible in the implementation."
188848e9-e26b-5ef3-9093-d4fe000d2ec8,toolbox-cache-downloads-mobile-data,Toolbox: Cache Downloads to Save Mobile Data,toolbox-snippets,Constraint,Adds a reusable instruction to reuse caches and avoid wasteful downloads.,"bandwidth, caching, mobile-data, toolbox","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","feature-implementation, test-strategy-and-automation, validation-audit, embedded-firmware-iteration","implementation, verification",,yes,no,,"## Cache-Aware Resource Usage
Be careful with network-heavy setup steps.

Reuse:
- dependency caches,
- Docker layers,
- browser caches,
- package manager caches,
whenever it is safe to do so.

The goal is to save bandwidth and mobile data without compromising reproducibility."
1c02e351-64c0-5aaa-8c89-fa2921a134bb,toolbox-capture-browser-artifacts,Toolbox: Capture Browser Artifacts,toolbox-snippets,Delivery,"Adds screenshot, trace, log, or video capture expectations for browser validation.","artifacts, screenshots, toolbox, trace","ui, testing, validation, bugfix","ui-ux-delivery, test-strategy-and-automation, validation-audit, bugfix-with-regression-lock","verification, delivery",,yes,no,,"## Capture Browser Artifacts
Collect browser evidence for the key scenarios:
- screenshots for final or failing states,
- traces when interaction or timing bugs matter,
- logs or network evidence when data flow matters,
- video only when it materially improves diagnosis.

Include the saved artifact paths in the final output."
8f1c947b-334d-57dd-8790-24d033e0c805,toolbox-create-manual-qa-checklist,Toolbox: Create Manual QA Checklist,toolbox-snippets,Validation,Adds a short manual QA list when automated coverage is not enough.,"checklist, manual-qa, toolbox","testing, validation, ui, embedded, implementation","test-strategy-and-automation, validation-audit, ui-ux-delivery, embedded-firmware-iteration, feature-implementation","verification, delivery",,yes,no,,"## Manual QA Checklist
Create a short manual QA checklist for the changed flow.

Include:
- the scenario to run,
- expected result,
- failure clues to watch for,
- any environment prerequisites."
674221b0-20dc-5dfe-b504-7dee50634f53,toolbox-cross-db-compat-check,Toolbox: Cross-DB Compatibility Check,toolbox-snippets,Testing,"Adds compatibility checks across PostgreSQL, SQLite, or other supported data stores.","compatibility, database, postgresql, sqlite, toolbox","implementation, migration, testing, validation","feature-implementation, implementation-plan, test-strategy-and-automation, validation-audit","verification, delivery",,yes,no,,"## Cross-Database Compatibility
Validate this data-layer change across the supported database providers.

At minimum:
- note which providers were tested,
- identify provider-specific behavior or skipped coverage,
- avoid assuming PostgreSQL and SQLite behave identically."
14847572-66c9-5ccb-8220-27525ebdacd2,toolbox-db-migration-dry-run,Toolbox: Database Migration Dry Run,toolbox-snippets,Testing,Adds a migration dry run before data-layer work is considered complete.,"database, dry-run, migration, toolbox","implementation, migration, validation, performance, security","feature-implementation, implementation-plan, validation-audit, performance-hardening, security-hardening","verification, delivery",,yes,no,,"## Database Migration Dry Run
Before declaring the data-layer work done:
- generate or apply the migration in a safe non-production environment,
- validate upgrade and downgrade behavior if supported,
- record the exact commands and any warnings,
- call out any provider-specific caveats."
2a9776e9-88e4-58ee-9e43-2d5f0e823519,toolbox-generate-fixtures-and-seed-data,Toolbox: Generate Fixtures and Seed Data,toolbox-snippets,Testing,Adds a reusable instruction to create focused fixtures or seed data for proof.,"fixtures, seed-data, testing, toolbox","implementation, bugfix, testing, validation, embedded, ui","feature-implementation, bugfix-with-regression-lock, test-strategy-and-automation, validation-audit, embedded-firmware-iteration, ui-ux-delivery","planning, implementation, verification",,yes,no,,"## Fixtures and Seed Data
Create focused fixtures or seed data for the scenarios being changed.

Prefer:
- the smallest data that still reproduces the behavior,
- deterministic values,
- fixtures that can be reused by unit, integration, or UI tests."
3bb7003f-c041-5a39-9440-882f9a1519e9,toolbox-run-integration-tests-docker,Toolbox: Run Integration Tests in Docker,toolbox-snippets,Testing,Short insert that forces integration or API tests to run in Docker.,"docker, integration-tests, toolbox","implementation, migration, testing, validation, security, performance","feature-implementation, test-strategy-and-automation, validation-audit, security-hardening, performance-hardening","verification, delivery",,yes,no,,"## Integration Tests in Docker
Run the integration or contract test suite inside Docker.

Requirements:
- start only the dependencies the tests truly need,
- use persistent caches and volumes where safe to reduce repeated downloads,
- record the exact command and the services started,
- if external dependencies make Docker validation impossible here, explain the blocker and the closest fallback."
97467063-0452-5f05-b1a3-6df0346e210f,toolbox-run-ui-tests-docker,Toolbox: Run UI Tests in Docker,toolbox-snippets,Testing,Short insert that forces Playwright or browser UI tests to run in Docker.,"docker, mobile-data, playwright, toolbox, ui-tests","implementation, bugfix, ui, testing, validation","feature-implementation, bugfix-with-regression-lock, ui-ux-delivery, test-strategy-and-automation, validation-audit","verification, delivery",,yes,no,,"## UI Tests in Docker
Run the UI or Playwright suite inside Docker.

Requirements:
- install only the browsers and system dependencies actually needed,
- capture screenshots, traces, or reports for failures,
- reuse browser and package caches where possible to save bandwidth,
- include the exact command and artifact locations in the final output."
091484b8-3a88-5e4f-8422-9e458d0bbc86,toolbox-run-unit-tests-docker,Toolbox: Run Unit Tests in Docker,toolbox-snippets,Testing,Short insert that forces unit tests to run in Docker with cache-aware resource usage.,"docker, mobile-data, toolbox, unit-tests","implementation, bugfix, refactor, testing, validation","feature-implementation, bugfix-with-regression-lock, safe-refactor, test-strategy-and-automation, validation-audit","verification, delivery",,yes,no,docker_compose_file_or_dockerfile,"## Unit Tests in Docker
You must run the unit test suite inside Docker before declaring this work done.

Requirements:
- use {{docker_compose_file_or_dockerfile}} if available, otherwise create the smallest viable temporary test container,
- reuse package, image, and layer caches whenever possible to reduce network transfer and save mobile data,
- print the exact Docker command, target test projects, and result summary,
- if Docker validation is blocked, say so clearly and fall back to the nearest reproducible local command without pretending Docker passed."
e5b8e812-2850-557d-9afe-4da0440d778d,toolbox-use-playwright-mcp-now,Toolbox: Use Playwright MCP Now,toolbox-snippets,Testing,Directs the agent to validate through Playwright MCP rather than static reasoning only.,"browser, mcp, playwright, toolbox","ui, bugfix, testing, validation","ui-ux-delivery, bugfix-with-regression-lock, test-strategy-and-automation, validation-audit",verification,,yes,no,,"## Use Playwright MCP
Validate this UI flow with Playwright MCP or the closest real browser automation path available.

Do not rely only on reading the code when:
- interaction timing matters,
- canvas or drag/drop behavior matters,
- responsive behavior matters,
- the reported bug is visual or browser-state dependent."
